tab	samples												
sample	site	height	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes
UI1-1	UI1	0					209	0	14	375.5	-18	This study	SO-CMD-NORTH
UI1-2	UI1	0					30	0	14	375.5	-79	This study	SO-CMD-NORTH
UI1-3	UI1	0					255	0	14	375.5	-11	This study	SO-CMD-NORTH
UI1-4	UI1	0					213	0	14	375.5	-25	This study	SO-CMD-NORTH
UI1-5	UI1	0					244	0	14	375.5	-16	This study	SO-CMD-NORTH
UI1-6	UI1	0					1	0	14	375.5	-65	This study	SO-CMD-NORTH
UI1-7	UI1	0					195	0	14	375.5	-109	This study	SO-CMD-NORTH
UI1-8	UI1	0					190	0	14	375.5	-106	This study	SO-CMD-NORTH
UI2-1	UI2	0					-20	0	23.9	325.4	-56	This study	SO-CMD-NORTH
UI2-2	UI2	0					161	0	23.9	325.4	-51	This study	SO-CMD-NORTH
UI2-3	UI2	0					25	0	23.9	325.4	-15	This study	SO-CMD-NORTH
UI2-4	UI2	0					124	0	23.9	325.4	-38	This study	SO-CMD-NORTH
UI2-5	UI2	0					156	0	23.9	325.4	-20	This study	SO-CMD-NORTH
UI2-6	UI2	0					164	0	23.9	325.4	-63	This study	SO-CMD-NORTH
UI2-7	UI2	0					200	0	23.9	325.4	-31	This study	SO-CMD-NORTH
UI2-8	UI2	0					-48	0	23.9	325.4	-31	This study	SO-CMD-NORTH
UI3-1	UI3	0					232	0	11.3	442.8	-20	This study	SO-CMD-NORTH
UI3-2	UI3	0					-30	0	11.3	442.8	-79	This study	SO-CMD-NORTH
UI3-3	UI3	0					-55	0	11.3	442.8	-11	This study	SO-CMD-NORTH
UI3-4	UI3	0					-85	0	11.3	442.8	-8	This study	SO-CMD-NORTH
UI3-5	UI3	0					252	0	11.3	442.8	-9	This study	SO-CMD-NORTH
UI3-6	UI3	0					20	0	11.3	442.8	-7	This study	SO-CMD-NORTH
UI3-7	UI3	0					-29	0	11.3	442.8	-77	This study	SO-CMD-NORTH
UI3-8	UI3	0					-82	0	11.3	442.8	-12	This study	SO-CMD-NORTH
UI4-1	UI4	0					252	0	28.7	390.6	-30	This study	SO-CMD-NORTH
UI4-2	UI4	0					207	0	28.7	390.6	-49	This study	SO-CMD-NORTH
UI4-3	UI4	0					193	0	28.7	390.6	-43	This study	SO-CMD-NORTH
UI4-4	UI4	0					256	0	28.7	390.6	-42	This study	SO-CMD-NORTH
UI4-5	UI4	0					244	0	28.7	390.6	-41	This study	SO-CMD-NORTH
UI4-7	UI4	0					236	0	28.7	390.6	-15	This study	SO-CMD-NORTH
UI4-8	UI4	0					221	0	28.7	390.6	-42	This study	SO-CMD-NORTH
UI5-1	UI5	0					155	0	12	408.7	-96	This study	SO-CMD-NORTH
UI5-2	UI5	0					-36	0	12	408.7	-82	This study	SO-CMD-NORTH
UI5-3	UI5	0					60	0	12	408.7	-79	This study	SO-CMD-NORTH
UI5-4	UI5	0					180	0	12	408.7	-31	This study	SO-CMD-NORTH
UI5-5	UI5	0					90	0	12	408.7	-73	This study	SO-CMD-NORTH
UI5-6	UI5	0					25	0	12	408.7	-73	This study	SO-CMD-NORTH
UI5-7	UI5	0					201	0	12	408.7	-18	This study	SO-CMD-NORTH
UI5-8	UI5	0					-15	0	12	408.7	-88	This study	SO-CMD-NORTH
CBS1-1	CBS1	0					127	0	10.4	364.8	-8	This study	SO-CMD-NORTH
CBS1-2	CBS1	0					238	0	10.4	364.8	-86	This study	SO-CMD-NORTH
CBS1-3	CBS1	0					208	0	10.4	364.8	-6	This study	SO-CMD-NORTH
CBS1-4	CBS1	0					-39	0	10.4	364.8	-6	This study	SO-CMD-NORTH
CBS1-5	CBS1	0					245	0	10.4	364.8	-1	This study	SO-CMD-NORTH
CBS1-6	CBS1	0					146	0	10.4	364.8	-2	This study	SO-CMD-NORTH
CBS1-7	CBS1	0					141	0	10.4	364.8	-8	This study	SO-CMD-NORTH
CB1-1	CB1	0					258	0	19.7	381.7	-32	This study	SO-CMD-NORTH
CB1-2	CB1	0					227	0	19.7	381.7	-70	This study	SO-CMD-NORTH
